Cargo Type,Port ID,Port Profile Name,Reporting Year,Trade Type,Units,Percent Change,Volume
DRY BULK,4644,Port of Portland,2018,TOTAL,Short Tons,-11.12286378,"16,174,910"
DRY BULK,4720,Port of Tacoma,2015,DOMESTIC,Short Tons,0,"275,005"
DRY BULK,4720,Port of Tacoma,2015,EXPORTS,Short Tons,0,"3,654,109"
DRY BULK,4720,Port of Tacoma,2015,FOREIGN,Short Tons,0,"4,467,097"
DRY BULK,4720,Port of Tacoma,2015,IMPORTS,Short Tons,0,"812,988"
DRY BULK,4720,Port of Tacoma,2015,TOTAL,Short Tons,0,"4,742,102"
DRY BULK,4720,Port of Tacoma,2016,DOMESTIC,Short Tons,24.15956074,"341,445"
DRY BULK,4720,Port of Tacoma,2016,EXPORTS,Short Tons,48.10907392,"5,412,067"
DRY BULK,4720,Port of Tacoma,2016,FOREIGN,Short Tons,39.66544716,"6,238,991"
DRY BULK,4720,Port of Tacoma,2016,IMPORTS,Short Tons,1.714293446,"826,925"
DRY BULK,4720,Port of Tacoma,2016,TOTAL,Short Tons,38.76622645,"6,580,436"
DRY BULK,4720,Port of Tacoma,2017,DOMESTIC,Short Tons,-36.43807934,"217,029"
DRY BULK,4720,Port of Tacoma,2017,EXPORTS,Short Tons,13.37832662,"6,136,111"
DRY BULK,4720,Port of Tacoma,2017,FOREIGN,Short Tons,7.621328513,"6,714,485"
DRY BULK,4720,Port of Tacoma,2017,IMPORTS,Short Tons,-30.05726033,"578,374"
DRY BULK,4720,Port of Tacoma,2017,TOTAL,Short Tons,5.335178399,"6,931,514"
DRY BULK,4720,Port of Tacoma,2018,DOMESTIC,Short Tons,38.83490225,"301,312"
DRY BULK,4720,Port of Tacoma,2018,EXPORTS,Short Tons,-0.836425547,"6,084,787"
DRY BULK,4720,Port of Tacoma,2018,FOREIGN,Short Tons,-0.065664008,"6,710,076"
DRY BULK,4720,Port of Tacoma,2018,IMPORTS,Short Tons,8.111533368,"625,289"
DRY BULK,4720,Port of Tacoma,2018,TOTAL,Short Tons,1.152331222,"7,011,388"
DRY BULK,4722,Port of Seattle,2015,DOMESTIC,Short Tons,0,"3,497,033"
DRY BULK,4722,Port of Seattle,2015,EXPORTS,Short Tons,0,"4,243,045"
DRY BULK,4722,Port of Seattle,2015,FOREIGN,Short Tons,0,"7,807,031"
DRY BULK,4722,Port of Seattle,2015,IMPORTS,Short Tons,0,"3,563,986"
DRY BULK,4722,Port of Seattle,2015,TOTAL,Short Tons,0,"11,304,064"
DRY BULK,4722,Port of Seattle,2016,DOMESTIC,Short Tons,19.19341339,"4,168,233"
DRY BULK,4722,Port of Seattle,2016,EXPORTS,Short Tons,16.76637886,"4,954,450"
DRY BULK,4722,Port of Seattle,2016,FOREIGN,Short Tons,6.555872521,"8,318,850"
DRY BULK,4722,Port of Seattle,2016,IMPORTS,Short Tons,-5.600050056,"3,364,401"
DRY BULK,4722,Port of Seattle,2016,TOTAL,Short Tons,10.46543084,"12,487,083"
DRY BULK,4722,Port of Seattle,2017,DOMESTIC,Short Tons,5.286556678,"4,388,589"
DRY BULK,4722,Port of Seattle,2017,EXPORTS,Short Tons,-3.813056949,"4,765,534"
DRY BULK,4722,Port of Seattle,2017,FOREIGN,Short Tons,-0.653071037,"8,264,522"
DRY BULK,4722,Port of Seattle,2017,IMPORTS,Short Tons,4.000325764,"3,498,988"
DRY BULK,4722,Port of Seattle,2017,TOTAL,Short Tons,1.329597953,"12,653,111"
DRY BULK,4722,Port of Seattle,2018,DOMESTIC,Short Tons,6.551103327,"4,676,090"
DRY BULK,4722,Port of Seattle,2018,EXPORTS,Short Tons,1.552040128,"4,839,497"
DRY BULK,4722,Port of Seattle,2018,FOREIGN,Short Tons,2.654128091,"8,483,873"
DRY BULK,4722,Port of Seattle,2018,IMPORTS,Short Tons,4.155144287,"3,644,376"
DRY BULK,4722,Port of Seattle,2018,TOTAL,Short Tons,4.005750048,"13,159,963"
DRY BULK,4800,Port of Ketchikan,2015,DOMESTIC,Short Tons,0,"649,207"
DRY BULK,4800,Port of Ketchikan,2015,EXPORTS,Short Tons,0,"23,003"
DRY BULK,4800,Port of Ketchikan,2015,FOREIGN,Short Tons,0,"23,003"
DRY BULK,4800,Port of Ketchikan,2015,IMPORTS,Short Tons,0,0
DRY BULK,4800,Port of Ketchikan,2015,TOTAL,Short Tons,0,"672,210"
DRY BULK,4800,Port of Ketchikan,2016,DOMESTIC,Short Tons,-10.38975242,"581,756"
DRY BULK,4800,Port of Ketchikan,2016,EXPORTS,Short Tons,27.98330653,"29,440"
DRY BULK,4800,Port of Ketchikan,2016,FOREIGN,Short Tons,28.15284963,"29,479"
DRY BULK,4800,Port of Ketchikan,2016,IMPORTS,Short Tons,0,39
DRY BULK,4800,Port of Ketchikan,2016,TOTAL,Short Tons,-9.070826081,"611,235"
DRY BULK,4800,Port of Ketchikan,2017,DOMESTIC,Short Tons,-3.13946053,"563,492"
DRY BULK,4800,Port of Ketchikan,2017,EXPORTS,Short Tons,101.71875,"59,386"
DRY BULK,4800,Port of Ketchikan,2017,FOREIGN,Short Tons,101.4722345,"59,392"
DRY BULK,4800,Port of Ketchikan,2017,IMPORTS,Short Tons,-84.61538462,6
DRY BULK,4800,Port of Ketchikan,2017,TOTAL,Short Tons,1.90581364,"622,884"
DRY BULK,4800,Port of Ketchikan,2018,DOMESTIC,Short Tons,0.534878934,"566,506"
DRY BULK,4800,Port of Ketchikan,2018,EXPORTS,Short Tons,93.01350487,"114,623"
DRY BULK,4800,Port of Ketchikan,2018,FOREIGN,Short Tons,93.82745151,"115,118"
DRY BULK,4800,Port of Ketchikan,2018,IMPORTS,Short Tons,"8,150",495
DRY BULK,4800,Port of Ketchikan,2018,TOTAL,Short Tons,9.430327316,"681,624"
DRY BULK,4810,Port of Juneau,2015,DOMESTIC,Short Tons,0,"735,984"
DRY BULK,4810,Port of Juneau,2015,EXPORTS,Short Tons,0,"2,737"
DRY BULK,4810,Port of Juneau,2015,FOREIGN,Short Tons,0,"2,737"
DRY BULK,4810,Port of Juneau,2015,IMPORTS,Short Tons,0,0
DRY BULK,4810,Port of Juneau,2015,TOTAL,Short Tons,0,"738,721"
DRY BULK,4810,Port of Juneau,2016,DOMESTIC,Short Tons,-8.41893302,"674,022"
DRY BULK,4810,Port of Juneau,2016,EXPORTS,Short Tons,-100,0
DRY BULK,4810,Port of Juneau,2016,FOREIGN,Short Tons,-100,0
DRY BULK,4810,Port of Juneau,2016,IMPORTS,Short Tons,0,0
DRY BULK,4810,Port of Juneau,2016,TOTAL,Short Tons,-8.758245671,"674,022"
DRY BULK,4810,Port of Juneau,2017,DOMESTIC,Short Tons,-10.21509684,"605,170"
DRY BULK,4810,Port of Juneau,2017,EXPORTS,Short Tons,0,0
DRY BULK,4810,Port of Juneau,2017,FOREIGN,Short Tons,0,0
DRY BULK,4810,Port of Juneau,2017,IMPORTS,Short Tons,0,0
DRY BULK,4810,Port of Juneau,2017,TOTAL,Short Tons,-10.21509684,"605,170"
DRY BULK,4810,Port of Juneau,2018,DOMESTIC,Short Tons,-1.207429317,"597,863"
DRY BULK,4810,Port of Juneau,2018,EXPORTS,Short Tons,0,0
DRY BULK,4810,Port of Juneau,2018,FOREIGN,Short Tons,0,0
DRY BULK,4810,Port of Juneau,2018,IMPORTS,Short Tons,0,0
DRY BULK,4810,Port of Juneau,2018,TOTAL,Short Tons,-1.207429317,"597,863"
DRY BULK,4816,Port of Valdez,2015,DOMESTIC,Short Tons,0,"22,707"
DRY BULK,4816,Port of Valdez,2015,EXPORTS,Short Tons,0,0
DRY BULK,4816,Port of Valdez,2015,FOREIGN,Short Tons,0,0
DRY BULK,4816,Port of Valdez,2015,IMPORTS,Short Tons,0,0
DRY BULK,4816,Port of Valdez,2015,TOTAL,Short Tons,0,"22,707"
DRY BULK,4816,Port of Valdez,2016,DOMESTIC,Short Tons,-63.81732505,"8,216"
DRY BULK,4816,Port of Valdez,2016,EXPORTS,Short Tons,0,0
DRY BULK,4816,Port of Valdez,2016,FOREIGN,Short Tons,0,0
DRY BULK,4816,Port of Valdez,2016,IMPORTS,Short Tons,0,0
DRY BULK,4816,Port of Valdez,2016,TOTAL,Short Tons,-63.81732505,"8,216"
DRY BULK,4816,Port of Valdez,2017,DOMESTIC,Short Tons,-17.00340798,"6,819"
DRY BULK,4816,Port of Valdez,2017,EXPORTS,Short Tons,0,0
DRY BULK,4816,Port of Valdez,2017,FOREIGN,Short Tons,0,0
DRY BULK,4816,Port of Valdez,2017,IMPORTS,Short Tons,0,0
DRY BULK,4816,Port of Valdez,2017,TOTAL,Short Tons,-17.00340798,"6,819"
DRY BULK,4816,Port of Valdez,2018,DOMESTIC,Short Tons,20.70684851,"8,231"
DRY BULK,4816,Port of Valdez,2018,EXPORTS,Short Tons,0,0
DRY BULK,4816,Port of Valdez,2018,FOREIGN,Short Tons,0,0
DRY BULK,4816,Port of Valdez,2018,IMPORTS,Short Tons,0,0
DRY BULK,4816,Port of Valdez,2018,TOTAL,Short Tons,20.70684851,"8,231"
DRY BULK,4820,Port of Anchorage,2015,DOMESTIC,Short Tons,0,"107,854"
DRY BULK,4820,Port of Anchorage,2015,EXPORTS,Short Tons,0,0
DRY BULK,4820,Port of Anchorage,2015,FOREIGN,Short Tons,0,"166,093"
DRY BULK,4820,Port of Anchorage,2015,IMPORTS,Short Tons,0,"166,093"
DRY BULK,4820,Port of Anchorage,2015,TOTAL,Short Tons,0,"273,947"
DRY BULK,4820,Port of Anchorage,2016,DOMESTIC,Short Tons,-10.15539526,"96,901"
DRY BULK,4820,Port of Anchorage,2016,EXPORTS,Short Tons,0,0
DRY BULK,4820,Port of Anchorage,2016,FOREIGN,Short Tons,-22.43441927,"128,831"
DRY BULK,4820,Port of Anchorage,2016,IMPORTS,Short Tons,-22.43441927,"128,831"
DRY BULK,4820,Port of Anchorage,2016,TOTAL,Short Tons,-17.60011973,"225,732"
DRY BULK,4820,Port of Anchorage,2017,DOMESTIC,Short Tons,-3.968999288,"93,055"
DRY BULK,4820,Port of Anchorage,2017,EXPORTS,Short Tons,0,0
DRY BULK,4820,Port of Anchorage,2017,FOREIGN,Short Tons,-40.70526504,"76,390"
DRY BULK,4820,Port of Anchorage,2017,IMPORTS,Short Tons,-40.70526504,"76,390"
DRY BULK,4820,Port of Anchorage,2017,TOTAL,Short Tons,-24.93532153,"169,445"
DRY BULK,4820,Port of Anchorage,2018,DOMESTIC,Short Tons,-66.69281608,"30,994"
DRY BULK,4820,Port of Anchorage,2018,EXPORTS,Short Tons,0,"61,075"
DRY BULK,4820,Port of Anchorage,2018,FOREIGN,Short Tons,152.678361,"193,021"
DRY BULK,4820,Port of Anchorage,2018,IMPORTS,Short Tons,72.72810577,"131,947"
DRY BULK,4820,Port of Anchorage,2018,TOTAL,Short Tons,32.20514031,"224,015"
TOP 5 COMMODITIES,4110,Port of Long Beach,2018,Crude Petroleum,Short Tons,-2.002268992,"27,309,894"
TOP 5 COMMODITIES,4110,Port of Long Beach,2018,Electrical Machinery,Short Tons,6.860821354,"3,046,446"
TOP 5 COMMODITIES,4110,Port of Long Beach,2018,Manufac. Prod. NEC,Short Tons,9.439045357,"7,378,700"
TOP 5 COMMODITIES,4110,Port of Long Beach,2018,Petroleum Coke,Short Tons,5.540602755,"5,932,851"
TOP 5 COMMODITIES,4110,Port of Long Beach,2018,TOTAL,Short Tons,-2.002268992,"86,536,154"
TOP 5 COMMODITIES,4110,Port of Long Beach,2018,Vehicles & Parts,Short Tons,-0.26570567,"2,512,635"
TOP 5 COMMODITIES,4120,Port of Los Angeles,2018,Distillate Fuel Oil,Short Tons,3.897936454,"3,180,107"
TOP 5 COMMODITIES,4120,Port of Los Angeles,2018,Electrical Machinery,Short Tons,-2.232661132,"3,309,618"
TOP 5 COMMODITIES,4120,Port of Los Angeles,2018,Manufac. Prod. NEC,Short Tons,5.305300358,"9,971,500"
TOP 5 COMMODITIES,4120,Port of Los Angeles,2018,Residual Fuel Oil,Short Tons,-14.90084618,"2,886,308"
TOP 5 COMMODITIES,4120,Port of Los Angeles,2018,Textile Products,Short Tons,17.58492616,"3,169,350"
TOP 5 COMMODITIES,4120,Port of Los Angeles,2018,TOTAL,Short Tons,5.305300358,"67,806,137"
TOP 5 COMMODITIES,4345,Port of Oakland,2018,Food Products NEC,Short Tons,0.836462683,"881,831"
TOP 5 COMMODITIES,4345,Port of Oakland,2018,Fruit & Nuts NEC,Short Tons,-5.817655386,"1,323,261"
TOP 5 COMMODITIES,4345,Port of Oakland,2018,Iron & Steel Scrap,Short Tons,-0.454747892,"1,124,281"
TOP 5 COMMODITIES,4345,Port of Oakland,2018,Manufac. Prod. NEC,Short Tons,7.632764696,"2,143,175"
TOP 5 COMMODITIES,4345,Port of Oakland,2018,Pulp & Waste Paper,Short Tons,-4.604996404,"1,404,576"
TOP 5 COMMODITIES,4345,Port of Oakland,2018,TOTAL,Short Tons,7.632764696,"19,373,876"
TOP 5 COMMODITIES,4350,Port of Richmond (CA),2018,Coal & Lignite,Short Tons,9.291182902,"1,622,938"
TOP 5 COMMODITIES,4350,Port of Richmond (CA),2018,Crude Petroleum,Short Tons,-2.475326665,"13,305,259"
TOP 5 COMMODITIES,4350,Port of Richmond (CA),2018,Distillate Fuel Oil,Short Tons,-12.81993183,"3,139,594"
TOP 5 COMMODITIES,4350,Port of Richmond (CA),2018,Gasoline,Short Tons,-1.59490115,"2,703,624"
TOP 5 COMMODITIES,4350,Port of Richmond (CA),2018,Residual Fuel Oil,Short Tons,0.832462304,"2,543,879"
TOP 5 COMMODITIES,4350,Port of Richmond (CA),2018,TOTAL,Short Tons,-2.475326665,"27,255,061"
TOP 5 COMMODITIES,4410,Port of Kahului,2018,Distillate Fuel Oil,Short Tons,-21.64158786,"129,510"
TOP 5 COMMODITIES,4410,Port of Kahului,2018,Empty Containers,Short Tons,0,"2,483,317"
TOP 5 COMMODITIES,4410,Port of Kahului,2018,Kerosene,Short Tons,-8.712066978,"121,140"
TOP 5 COMMODITIES,4410,Port of Kahului,2018,Manufac. Prod. NEC,Short Tons,-92.14919288,"212,024"
TOP 5 COMMODITIES,4410,Port of Kahului,2018,TOTAL,Short Tons,0,"3,615,449"
TOP 5 COMMODITIES,4410,Port of Kahului,2018,Vehicles & Parts,Short Tons,-1.33681034,"146,798"
TOP 5 COMMODITIES,4420,Port of Honolulu,2018,Empty Containers,Short Tons,0,"7,164,235"
TOP 5 COMMODITIES,4420,Port of Honolulu,2018,Food Products NEC,Short Tons,-3.131473146,"878,707"
TOP 5 COMMODITIES,4420,Port of Honolulu,2018,Kerosene,Short Tons,62.7842526,"766,525"
TOP 5 COMMODITIES,4420,Port of Honolulu,2018,Manufac. Prod. NEC,Short Tons,-69.17789726,"3,029,629"
TOP 5 COMMODITIES,4420,Port of Honolulu,2018,TOTAL,Short Tons,0,"15,181,890"
TOP 5 COMMODITIES,4420,Port of Honolulu,2018,Vehicles & Parts,Short Tons,6.781837991,"668,418"
TOP 5 COMMODITIES,4622,Port of Longview,2018,Corn,Short Tons,82.91221325,"4,750,018"
TOP 5 COMMODITIES,4622,Port of Longview,2018,Petroleum Coke,Short Tons,6.211867354,"974,342"
TOP 5 COMMODITIES,4622,Port of Longview,2018,Soybeans,Short Tons,-36.65436869,"1,633,865"
TOP 5 COMMODITIES,4622,Port of Longview,2018,TOTAL,Short Tons,82.91221325,"13,738,906"
TOP 5 COMMODITIES,4622,Port of Longview,2018,Wheat,Short Tons,-13.77143008,"2,383,700"
TOP 5 COMMODITIES,4622,Port of Longview,2018,Wood in the Rough,Short Tons,-21.76256261,"2,013,931"
TOP 5 COMMODITIES,4626,Port of Kalama,2018,Corn,Short Tons,107.3698482,"7,297,121"
TOP 5 COMMODITIES,4626,Port of Kalama,2018,I&S Plates & Sheets,Short Tons,-17.831612,"166,437"
TOP 5 COMMODITIES,4626,Port of Kalama,2018,Sorghum Grains,Short Tons,-63.02359347,"173,179"
TOP 5 COMMODITIES,4626,Port of Kalama,2018,Soybeans,Short Tons,-40.15712107,"2,574,765"
TOP 5 COMMODITIES,4626,Port of Kalama,2018,TOTAL,Short Tons,107.3698482,"15,796,458"
TOP 5 COMMODITIES,4626,Port of Kalama,2018,Wheat,Short Tons,-15.02074754,"5,270,771"
TOP 5 COMMODITIES,4644,Port of Portland,2018,Gasoline,Short Tons,29.46973991,"1,676,470"
TOP 5 COMMODITIES,4644,Port of Portland,2018,Metallic Salts,Short Tons,1.763427848,"3,800,920"
